Attrition,Gender,Age,MaritalStatus,EducationField,Level of Education,MonthlyIncome,DistanceFromHome,NumCompaniesWorked,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,BusinessTravel,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance
Yes,Male,29,Divorced,Human Resources,3,2335,13,4,1,Yes,15,3,Travel_Rarely,3,2,2,2,0,1,2,1,4,3
No,Female,45,Married,Life Sciences,4,5154,2,4,2,No,22,4,Non-Travel,2,8,7,5,7,3,3,3,2,4
No,Female,36,Married,Other,4,6962,2,4,2,Yes,22,4,Travel_Rarely,1,1,0,0,0,4,3,2,4,3
No,Male,43,Married,Life Sciences,4,5675,2,1,2,No,20,4,Travel_Frequently,1,7,7,7,7,1,3,4,3,3
No,Female,27,Single,Life Sciences,2,2379,5,0,1,Yes,14,3,Travel_Frequently,0,5,4,0,2,4,3,4,3,2
No,Male,29,Married,Medical,1,3812,20,1,1,No,13,3,Travel_Frequently,0,11,8,3,10,4,3,4,2,4
No,Male,32,Single,Marketing,4,4648,10,8,2,No,13,3,Travel_Frequently,0,0,0,0,0,4,3,4,3,4
No,Male,42,Married,Technical Degree,4,2936,10,3,1,No,22,4,Non-Travel,2,6,3,3,3,3,3,3,2,2
No,Female,47,Single,Life Sciences,4,2105,9,4,1,No,12,3,Travel_Rarely,0,2,2,2,0,2,3,3,3,3
No,Male,46,Divorced,Life Sciences,2,8578,2,3,3,No,14,3,Travel_Rarely,1,9,8,4,7,4,3,4,3,2
No,Male,28,Divorced,Life Sciences,2,2706,1,1,1,No,15,3,Non-Travel,1,3,2,2,2,3,3,4,2,3
No,Male,29,Divorced,Life Sciences,1,6384,29,8,2,No,17,3,Travel_Rarely,2,7,0,1,6,4,1,3,4,3
No,Male,42,Single,Life Sciences,3,3968,8,4,1,No,13,3,Travel_Rarely,0,0,0,0,0,4,3,3,4,3
Yes,Male,32,Single,Marketing,4,9907,2,7,2,Yes,12,3,Travel_Rarely,0,2,2,2,2,3,2,2,3,2
No,Female,46,Divorced,Technical Degree,3,13225,3,2,4,No,12,3,Travel_Rarely,1,19,17,2,8,1,4,1,4,3
No,Female,27,Married,Medical,1,3540,23,1,2,No,21,4,Travel_Rarely,1,9,8,5,8,2,2,3,4,3
No,Male,29,Married,Medical,1,2804,6,1,1,No,11,3,Travel_Rarely,0,1,0,0,0,4,2,2,4,3
No,Female,43,Married,Medical,3,19392,6,7,5,No,13,3,Travel_Rarely,0,16,12,6,14,1,2,3,4,3
No,Male,48,Married,Life Sciences,3,19665,10,4,5,No,12,3,Travel_Rarely,0,22,10,12,9,4,2,2,4,3
Yes,Male,29,Single,Life Sciences,2,2439,24,1,1,Yes,24,4,Travel_Frequently,0,1,0,1,0,4,2,4,2,2
Yes,Female,46,Married,Life Sciences,3,7314,10,5,3,No,21,4,Travel_Rarely,3,8,7,0,7,3,3,2,3,3
No,Female,27,Married,Life Sciences,3,4774,15,0,1,No,19,3,Travel_Frequently,1,7,6,7,3,4,2,1,4,2
No,Male,39,Divorced,Other,4,3902,19,8,2,No,14,3,Travel_Rarely,3,2,2,2,2,4,3,4,2,3
No,Male,55,Married,Technical Degree,4,2662,2,8,1,No,20,4,Travel_Rarely,1,5,2,0,4,2,2,4,2,4
No,Female,28,Married,Medical,3,2856,3,1,1,No,19,3,Travel_Rarely,1,1,0,0,0,2,3,2,4,3
Yes,Male,30,Single,Medical,3,1081,9,1,1,No,13,3,Travel_Rarely,0,1,0,0,0,2,3,4,3,2
Yes,Male,22,Single,Life Sciences,1,2472,7,1,1,Yes,23,4,Travel_Rarely,0,1,0,0,0,4,3,2,1,3
No,Female,36,Married,Technical Degree,4,5673,10,1,2,Yes,13,3,Travel_Rarely,1,10,9,1,7,2,2,3,1,3
No,Male,31,Divorced,Life Sciences,3,4197,20,1,2,No,11,3,Travel_Rarely,1,10,8,0,2,2,3,3,1,3
No,Male,34,Married,Life Sciences,3,9713,4,2,3,Yes,13,3,Travel_Rarely,3,5,3,1,0,3,3,4,4,3
No,Male,29,Single,Life Sciences,3,2062,7,3,1,No,14,3,Travel_Rarely,0,3,2,1,2,4,3,1,2,3
No,Male,37,Married,Medical,4,4284,7,5,2,Yes,22,4,Travel_Rarely,1,5,3,0,4,4,3,1,3,3
No,Female,35,Married,Other,2,4788,16,0,2,Yes,11,3,Travel_Rarely,0,3,2,0,2,4,2,2,4,3
No,Female,45,Married,Life Sciences,2,5906,25,0,2,No,13,3,Travel_Rarely,2,9,8,3,8,2,2,4,4,2
No,Male,36,Single,Human Resources,1,3886,2,1,2,No,21,4,Travel_Frequently,0,10,1,0,8,2,2,4,4,2
No,Male,40,Divorced,Life Sciences,4,16823,1,2,4,No,11,3,Travel_Rarely,1,19,7,11,16,1,3,1,1,3
No,Female,26,Married,Life Sciences,2,2933,1,1,1,Yes,13,3,Travel_Rarely,1,1,0,1,0,2,2,3,3,2
No,Female,27,Single,Medical,2,6500,2,0,2,No,14,3,Travel_Rarely,0,8,7,0,7,1,4,3,2,2
No,Female,48,Divorced,Medical,3,17174,22,3,4,No,11,3,Travel_Frequently,1,22,17,4,7,4,3,4,2,3
No,Male,44,Married,Life Sciences,4,5033,1,2,2,No,15,3,Travel_Rarely,1,2,0,2,2,2,4,1,4,3
Yes,Male,34,Married,Technical Degree,4,2307,16,1,1,Yes,23,4,Non-Travel,1,5,2,3,0,4,1,1,2,3
Yes,Male,56,Single,Life Sciences,2,2587,24,1,1,No,16,3,Travel_Rarely,0,4,2,1,0,1,3,4,4,3
No,Male,36,Married,Marketing,2,5507,17,2,2,No,16,3,Travel_Rarely,2,4,2,1,3,3,2,2,3,1
No,Female,41,Married,Marketing,3,4393,8,5,2,No,21,4,Travel_Rarely,1,5,4,1,4,3,3,2,3,3
No,Male,42,Married,Medical,3,13348,6,9,3,No,13,3,Travel_Rarely,1,13,7,5,7,3,3,1,2,4
No,Female,31,Divorced,Medical,2,6583,10,2,2,Yes,11,3,Travel_Rarely,1,5,2,1,4,3,3,4,4,3
No,Female,34,Married,Medical,1,8103,3,3,2,Yes,12,3,Travel_Rarely,0,4,2,0,1,4,2,4,3,2
No,Female,31,Divorced,Medical,3,3978,4,8,1,No,12,3,Travel_Rarely,1,2,2,2,2,1,4,3,2,2
No,Male,26,Married,Other,3,2544,6,0,1,No,18,3,Travel_Frequently,1,7,7,7,7,3,4,4,1,3
No,Male,45,Single,Medical,4,5399,1,4,2,No,12,3,Travel_Frequently,0,4,2,0,3,2,3,3,3,3
No,Male,33,Single,Marketing,4,5487,10,1,2,No,14,3,Travel_Rarely,0,10,4,0,9,2,3,3,2,2
No,Male,28,Married,Life Sciences,2,6834,1,1,2,Yes,12,3,Travel_Frequently,1,7,7,0,7,3,2,4,3,3
Yes,Male,29,Single,Technical Degree,3,1091,24,1,1,No,17,3,Travel_Frequently,0,1,0,0,0,3,4,1,4,3
No,Female,39,Married,Life Sciences,4,5736,21,6,2,No,19,3,Non-Travel,1,3,2,1,2,1,1,3,3,3
No,Male,27,Married,Technical Degree,4,2226,2,1,1,No,11,3,Travel_Rarely,1,5,3,1,2,2,3,2,3,2
No,Male,34,Married,Other,4,5747,22,1,2,Yes,15,3,Travel_Frequently,0,15,10,6,11,3,2,4,2,3
Yes,Female,28,Single,Marketing,2,9854,13,3,2,Yes,11,3,Travel_Rarely,0,2,0,2,2,4,3,3,4,3
No,Male,47,Married,Technical Degree,4,5467,14,8,2,No,18,3,Non-Travel,1,8,7,1,7,3,3,2,3,4
No,Female,56,Married,Marketing,5,5380,11,4,2,No,16,3,Travel_Rarely,1,0,0,0,0,4,2,1,3,3
No,Male,39,Married,Medical,2,5151,9,1,2,No,25,4,Travel_Rarely,1,10,0,7,9,1,3,1,4,3
No,Female,38,Divorced,Medical,3,2133,8,1,2,Yes,16,3,Travel_Frequently,1,20,11,0,7,4,2,2,3,3
No,Female,58,Married,Life Sciences,3,17875,21,4,4,Yes,13,3,Travel_Rarely,1,1,0,0,0,4,3,4,3,2
Yes,Female,32,Single,Life Sciences,2,2432,5,3,1,Yes,14,3,Travel_Frequently,0,4,1,0,3,1,4,3,1,3
No,Male,38,Divorced,Life Sciences,2,4771,9,2,1,No,19,3,Travel_Rarely,2,5,2,0,3,2,3,4,4,4
No,Male,49,Married,Life Sciences,1,19161,2,3,5,No,15,3,Travel_Frequently,0,5,4,4,3,2,3,4,4,3
No,Male,42,Divorced,Marketing,4,5087,12,3,2,Yes,12,3,Travel_Rarely,2,0,0,0,0,2,3,4,3,3
Yes,Female,27,Married,Human Resources,3,2863,22,1,1,No,12,3,Travel_Frequently,0,1,0,0,0,1,2,2,1,3
No,Male,35,Married,Medical,4,5561,18,0,2,No,16,3,Travel_Rarely,1,5,3,0,4,2,3,1,4,1
No,Male,28,Single,Medical,3,2144,16,1,1,No,14,3,Non-Travel,0,5,3,1,4,3,3,3,3,2
No,Male,31,Divorced,Medical,2,3065,3,1,1,Yes,13,3,Non-Travel,1,4,2,2,3,3,3,1,4,4
No,Male,36,Married,Life Sciences,4,2810,9,1,1,No,22,4,Non-Travel,0,5,4,0,2,1,4,2,2,3
No,Male,34,Single,Marketing,3,9888,1,1,3,No,21,4,Travel_Rarely,0,14,8,2,1,1,3,4,1,2
No,Male,34,Divorced,Medical,4,8628,13,1,3,No,18,3,Travel_Rarely,1,8,7,1,1,4,3,3,3,2
No,Male,26,Single,Medical,3,2867,1,0,1,No,13,3,Travel_Rarely,0,7,7,7,6,3,3,1,4,2
No,Male,29,Married,Life Sciences,3,5373,1,0,2,No,12,3,Travel_Rarely,1,5,3,0,2,1,3,1,1,2
No,Female,32,Divorced,Medical,4,6667,15,5,2,No,18,3,Non-Travel,1,5,1,1,2,3,3,4,2,3
No,Male,31,Married,Life Sciences,3,5003,1,1,2,No,21,4,Travel_Frequently,0,10,8,8,7,4,1,1,2,3
Yes,Male,28,Divorced,Technical Degree,3,2367,17,5,1,No,12,3,Travel_Rarely,1,4,1,0,3,3,2,4,1,2
No,Male,38,Single,Life Sciences,3,2858,1,4,1,No,14,3,Travel_Rarely,0,1,0,0,0,1,2,1,1,2
No,Female,35,Married,Life Sciences,4,5204,7,1,2,Yes,11,3,Travel_Rarely,0,10,8,0,9,3,3,4,4,3
No,Male,27,Single,Marketing,3,4105,9,1,2,No,14,3,Travel_Rarely,0,7,7,0,7,4,3,4,1,3
No,Male,32,Single,Life Sciences,4,9679,5,8,2,No,24,4,Travel_Rarely,0,1,0,0,0,4,2,4,2,3
Yes,Male,31,Married,Marketing,4,5617,26,1,2,Yes,11,3,Travel_Frequently,0,10,7,0,8,1,3,4,3,3
Yes,Male,53,Single,Life Sciences,4,10448,24,6,3,Yes,13,3,Travel_Rarely,0,2,2,2,2,1,3,1,2,2
No,Female,54,Married,Life Sciences,2,2897,9,3,2,No,11,3,Travel_Rarely,2,4,3,2,3,1,3,3,3,2
No,Male,33,Divorced,Life Sciences,2,5968,7,1,2,No,20,4,Travel_Frequently,3,9,7,2,8,4,3,3,3,3
No,Male,43,Married,Life Sciences,3,7510,11,1,3,No,17,3,Travel_Rarely,1,10,9,0,9,1,3,3,2,3
No,Male,38,Married,Other,4,2991,1,0,1,Yes,11,3,Travel_Frequently,1,6,2,1,2,4,3,2,2,3
No,Male,55,Married,Human Resources,4,19636,26,4,5,Yes,18,3,Travel_Rarely,1,10,9,1,4,3,4,2,1,3
No,Female,31,Divorced,Medical,1,1129,2,1,1,Yes,11,3,Travel_Rarely,3,1,0,0,0,4,1,4,3,3
No,Male,39,Single,Marketing,4,13341,15,0,4,No,12,3,Travel_Rarely,0,20,8,11,10,2,3,1,1,3
No,Male,42,Single,Life Sciences,2,4332,23,1,2,No,12,3,Non-Travel,0,20,9,3,7,4,2,3,4,3
No,Female,31,Married,Medical,3,11031,10,4,3,No,20,4,Non-Travel,1,11,7,4,8,3,3,3,3,4
No,Female,54,Single,Medical,3,4440,10,6,2,Yes,19,3,Travel_Rarely,0,5,2,1,4,3,3,1,4,3
No,Male,24,Single,Life Sciences,2,4617,1,1,2,No,12,3,Travel_Rarely,0,4,3,1,2,2,2,3,2,2
No,Male,23,Single,Other,2,2647,12,1,1,No,13,3,Travel_Rarely,0,5,2,1,4,4,3,4,3,4
No,Female,40,Married,Technical Degree,3,6323,11,1,2,No,11,3,Travel_Frequently,1,10,9,9,4,4,3,3,1,4
No,Female,40,Married,Marketing,2,5677,2,3,2,No,14,3,Travel_Rarely,1,11,8,5,10,2,3,2,3,3
No,Female,25,Married,Human Resources,3,2187,2,4,1,No,14,3,Travel_Rarely,0,2,0,1,2,3,3,2,3,3
No,Male,30,Married,Medical,2,3748,1,1,1,No,13,3,Travel_Rarely,0,12,8,1,7,4,3,2,3,2
No,Male,25,Divorced,Other,1,3977,2,6,1,Yes,19,3,Travel_Rarely,1,2,2,0,2,4,3,3,3,2
No,Male,47,Single,Medical,3,8633,25,2,3,No,23,4,Travel_Rarely,0,17,14,12,11,1,3,3,2,3
No,Male,33,Divorced,Medical,2,2008,1,1,1,No,12,3,Non-Travel,3,1,1,0,0,2,2,3,3,2
No,Male,38,Married,Life Sciences,4,4440,1,0,2,No,15,3,Travel_Rarely,2,15,13,5,8,4,3,2,1,3
No,Male,31,Married,Life Sciences,2,3067,2,0,1,No,19,3,Travel_Rarely,1,2,2,1,2,1,3,3,3,3
No,Male,38,Married,Life Sciences,4,5321,6,2,2,No,11,3,Travel_Frequently,1,8,3,7,7,1,2,3,4,3
No,Male,42,Divorced,Life Sciences,4,5410,18,6,2,Yes,17,3,Travel_Rarely,1,4,3,1,2,4,3,1,3,2
No,Male,41,Married,Life Sciences,3,2782,1,3,1,No,22,4,Travel_Rarely,1,5,3,1,0,4,3,4,1,3
No,Female,47,Married,Medical,1,11957,1,0,3,No,18,3,Non-Travel,2,13,8,5,12,3,3,2,1,1
No,Male,35,Married,Medical,4,2660,11,7,1,Yes,11,3,Travel_Rarely,1,2,2,2,2,4,3,3,3,3
No,Male,22,Single,Life Sciences,2,3375,1,0,1,No,12,3,Travel_Rarely,0,3,2,1,2,4,3,3,4,4
No,Male,35,Single,Medical,4,5098,9,1,2,No,19,3,Travel_Rarely,0,10,7,0,8,2,3,3,2,3
No,Female,33,Married,Medical,2,4878,15,0,2,Yes,13,3,Travel_Rarely,1,9,7,8,1,2,3,4,1,3
No,Female,32,Single,Life Sciences,4,2837,29,1,1,No,13,3,Travel_Rarely,0,6,2,4,1,3,2,2,3,3
No,Male,40,Married,Life Sciences,4,2406,1,8,1,No,19,3,Travel_Rarely,2,1,0,0,0,1,3,4,3,2
No,Male,32,Married,Medical,4,2269,1,0,1,No,14,3,Travel_Rarely,1,2,2,2,2,2,2,2,2,3
No,Male,39,Single,Life Sciences,1,4108,24,7,2,No,13,3,Travel_Rarely,0,7,7,1,7,1,3,4,1,3
No,Female,38,Married,Medical,3,13206,10,3,3,No,12,3,Travel_Rarely,1,18,16,1,11,2,1,3,1,3
No,Female,32,Married,Marketing,4,10422,1,1,3,No,19,3,Travel_Rarely,2,14,10,5,7,3,3,4,3,3
No,Female,37,Married,Life Sciences,3,13744,10,1,3,Yes,25,4,Travel_Rarely,1,16,11,6,8,3,4,4,1,3
No,Female,25,Divorced,Other,2,4907,8,0,2,Yes,22,4,Travel_Rarely,1,5,3,0,4,1,3,3,2,2
No,Male,52,Divorced,Life Sciences,4,3482,29,2,1,No,15,3,Non-Travel,2,9,8,0,0,1,3,4,2,2
No,Male,44,Single,Medical,3,2436,1,6,1,Yes,12,3,Travel_Rarely,0,4,3,1,2,2,3,4,3,3
No,Male,21,Single,Medical,1,2380,5,1,1,Yes,11,3,Travel_Rarely,0,2,2,1,2,3,3,1,4,3
No,Male,39,Single,Life Sciences,3,19431,9,2,5,No,13,3,Non-Travel,0,6,0,1,3,4,3,4,3,2
Yes,Male,23,Married,Marketing,3,1790,9,1,1,No,19,3,Travel_Frequently,1,1,0,1,0,4,3,1,1,2
No,Female,36,Married,Medical,3,7644,3,0,3,No,19,3,Travel_Rarely,2,9,7,3,4,1,2,4,3,3
No,Female,36,Divorced,Life Sciences,2,5131,4,7,2,No,13,3,Travel_Frequently,3,4,2,0,2,4,3,2,2,3
No,Male,56,Divorced,Life Sciences,4,6306,1,1,2,No,21,4,Non-Travel,1,13,12,1,9,3,3,3,1,2
Yes,Male,29,Married,Medical,4,4787,1,9,1,Yes,14,3,Travel_Rarely,3,2,2,2,2,1,3,4,2,4
No,Male,42,Married,Life Sciences,3,18880,2,5,5,No,11,3,Travel_Rarely,0,22,6,4,14,1,3,3,1,2
Yes,Male,56,Married,Technical Degree,2,2339,7,8,1,No,11,3,Travel_Rarely,1,10,9,9,8,4,3,3,4,1
No,Female,41,Married,Life Sciences,4,13570,28,0,4,No,23,4,Travel_Rarely,1,20,7,0,10,1,2,2,3,3
No,Female,34,Married,Marketing,3,6712,28,1,2,No,21,4,Travel_Rarely,2,8,7,1,7,4,2,3,4,3
No,Male,36,Divorced,Marketing,4,5406,15,1,2,No,24,4,Non-Travel,1,15,12,11,11,4,1,4,1,2
No,Male,41,Divorced,Life Sciences,3,8938,3,2,2,No,11,3,Travel_Rarely,1,5,4,0,4,3,2,2,3,3
No,Male,32,Single,Technical Degree,3,2439,2,1,1,No,14,3,Travel_Rarely,0,4,2,1,2,4,3,1,4,3
No,Female,35,Single,Life Sciences,4,8837,26,1,3,Yes,16,3,Travel_Rarely,0,9,0,1,7,3,3,4,3,3
No,Female,38,Married,Life Sciences,2,5343,10,1,2,No,11,3,Travel_Rarely,1,10,7,1,9,1,3,4,3,3
Yes,Male,50,Divorced,Life Sciences,4,6728,1,7,2,No,12,3,Travel_Frequently,2,6,3,0,1,2,3,3,4,3
No,Female,36,Married,Marketing,4,6652,11,4,2,No,13,3,Travel_Rarely,1,6,3,0,0,2,2,4,1,2
No,Female,45,Single,Life Sciences,3,4850,20,8,2,No,15,3,Travel_Rarely,0,5,3,0,1,4,3,3,3,3
No,Male,40,Single,Life Sciences,4,2809,2,2,1,No,14,3,Travel_Rarely,0,2,2,2,2,3,2,3,4,3
No,Male,35,Married,Life Sciences,4,5689,18,1,2,Yes,14,3,Travel_Frequently,2,10,2,0,2,3,3,3,4,4
No,Female,40,Married,Medical,4,2001,2,2,1,No,14,3,Travel_Rarely,3,5,3,0,2,3,3,3,2,3
No,Female,35,Married,Life Sciences,4,2977,1,1,1,No,12,3,Travel_Rarely,1,4,3,1,1,3,1,4,4,3
No,Male,29,Married,Other,2,4025,13,4,2,Yes,13,3,Travel_Rarely,1,4,3,0,3,4,2,2,1,3
No,Female,29,Single,Medical,4,3785,28,1,1,No,14,3,Travel_Rarely,0,5,4,0,4,4,2,1,2,1
Yes,Male,50,Divorced,Marketing,3,10854,28,4,3,Yes,13,3,Travel_Rarely,1,3,2,2,0,4,2,1,2,3
No,Female,39,Married,Marketing,1,12031,24,0,4,No,11,3,Travel_Rarely,1,20,9,9,6,2,2,4,1,2
No,Male,31,Single,Medical,3,9936,5,0,2,No,19,3,Non-Travel,0,9,4,1,7,2,3,1,2,3
No,Female,26,Single,Other,3,2966,5,0,1,No,18,3,Travel_Rarely,0,4,2,0,0,4,2,3,4,3
No,Male,36,Married,Medical,2,2571,23,4,2,No,17,3,Travel_Frequently,1,5,2,0,3,3,4,4,3,3
No,Male,39,Married,Medical,1,9991,6,4,3,No,15,3,Travel_Rarely,1,7,7,1,7,4,2,1,1,3
No,Male,27,Married,Life Sciences,3,6142,4,1,2,Yes,20,4,Travel_Rarely,1,6,2,0,3,2,4,2,2,3
No,Male,49,Married,Medical,3,5390,2,2,2,No,14,3,Travel_Frequently,0,9,6,0,8,4,2,2,4,2
No,Male,34,Married,Medical,3,4404,8,2,2,No,12,3,Travel_Rarely,0,4,3,1,2,2,4,3,1,4
